cell_per_block,colorspace,hog_channel,n_predict,nfeatures,orient,pix_per_cell,predict_secs,test_accy,train_secs
4,HSV,1,10,192,12,16,0.00373,0.945,0.07
2,RGB,1,10,960,15,12,0.00303,0.945,0.08
2,YCrCb,0,10,960,15,12,0.00328,0.945,0.08
2,RGB,2,10,768,12,12,0.00405,0.945,0.09
3,HSV,1,10,432,12,16,0.00415,0.945,0.09
1,RGB,ALL,10,450,6,12,0.00544,0.945,0.09
2,HLS,1,10,1176,6,8,0.00312,0.945,0.1
1,HLS,1,10,1536,6,4,0.00397,0.945,0.1
3,HSV,2,10,432,12,16,0.00407,0.945,0.1
2,RGB,0,10,324,9,16,0.00484,0.945,0.1
2,RGB,0,10,960,15,12,0.05786,0.945,0.1
3,HSV,0,10,540,15,16,0.00299,0.945,0.11
2,YCrCb,0,10,768,12,12,0.00309,0.945,0.11
3,HLS,0,10,486,6,12,0.00391,0.945,0.12
3,RGB,1,10,324,9,16,0.00412,0.945,0.12
4,LUV,0,10,576,9,12,0.00532,0.945,0.12
3,YCrCb,0,10,729,9,12,0.00298,0.945,0.13
3,HLS,1,10,324,9,16,0.00356,0.945,0.13
3,LUV,1,10,1944,6,8,0.00397,0.945,0.13
3,HLS,1,10,729,9,12,0.00338,0.945,0.15
3,RGB,2,10,540,15,16,0.00336,0.945,0.16
4,LUV,2,10,2400,6,8,0.00354,0.945,0.16
1,RGB,1,10,3072,12,4,0.00401,0.945,0.16
3,RGB,0,10,1215,15,12,0.00328,0.945,0.17
3,YCrCb,1,10,2916,9,8,0.00391,0.945,0.17
2,HLS,2,10,2352,12,8,0.00396,0.945,0.18
3,RGB,2,10,1944,6,8,0.00318,0.945,0.21
3,RGB,0,10,486,6,12,0.00611,0.945,0.21
3,HSV,2,10,486,6,12,0.00418,0.945,0.25
2,RGB,2,10,2352,12,8,0.00858,0.945,0.25
3,HLS,1,10,3888,12,8,0.00391,0.945,0.3
2,HSV,2,10,5400,6,4,0.00386,0.945,0.32
4,HLS,2,10,3600,9,8,0.00342,0.945,0.45
4,HSV,1,10,6000,15,8,0.00379,0.945,0.52
4,RGB,1,10,4800,12,8,0.00541,0.945,0.55
1,RGB,ALL,10,4608,6,4,0.00804,0.945,0.56
2,HSV,1,10,10800,12,4,0.0036,0.945,0.69
3,HLS,2,10,26460,15,4,0.00453,0.945,1.66
3,LUV,0,10,26460,15,4,0.00419,0.945,1.72
4,HLS,0,10,24336,9,4,0.00481,0.945,1.72
4,HSV,0,10,40560,15,4,0.00455,0.945,2.38
1,YCrCb,2,10,300,12,12,0.00315,0.94,0.02
1,LUV,2,10,192,12,16,0.00343,0.94,0.02
1,HLS,0,10,240,15,16,0.00361,0.94,0.02
1,YUV,1,10,144,9,16,0.00364,0.94,0.02
4,LUV,2,10,192,12,16,0.00365,0.94,0.02
4,RGB,2,10,240,15,16,0.00292,0.94,0.03
1,HLS,1,10,384,6,8,0.00353,0.94,0.03
1,YCrCb,1,10,96,6,16,0.00356,0.94,0.03
2,YUV,2,10,384,6,12,0.00287,0.94,0.04
1,RGB,1,10,192,12,16,0.0029,0.94,0.04
4,LUV,0,10,96,6,16,0.00293,0.94,0.04
1,YUV,2,10,96,6,16,0.003,0.94,0.04
4,LUV,2,10,240,15,16,0.00321,0.94,0.04
1,YCrCb,0,10,96,6,16,0.00322,0.94,0.04
1,LUV,0,10,225,9,12,0.0033,0.94,0.04
4,YCrCb,1,10,384,6,12,0.00334,0.94,0.04
2,YUV,2,10,432,12,16,0.00342,0.94,0.04
2,YUV,2,10,540,15,16,0.00358,0.94,0.04
4,YUV,0,10,96,6,16,0.00373,0.94,0.04
1,RGB,2,10,384,6,8,0.00409,0.94,0.04
1,YCrCb,0,10,240,15,16,0.0041,0.94,0.04
3,LUV,2,10,432,12,16,0.00421,0.94,0.04
1,LUV,0,10,375,15,12,0.00424,0.94,0.04
1,RGB,2,10,300,12,12,0.00285,0.94,0.05
1,YUV,0,10,240,15,16,0.00286,0.94,0.05
2,HLS,1,10,324,9,16,0.003,0.94,0.05
4,LUV,1,10,768,12,12,0.00315,0.94,0.05
4,RGB,0,10,192,12,16,0.0032,0.94,0.05
1,RGB,2,10,96,6,16,0.00372,0.94,0.05
1,YCrCb,0,10,225,9,12,0.00416,0.94,0.05
1,LUV,0,10,144,9,16,0.00295,0.94,0.06
2,YUV,0,10,216,6,16,0.00324,0.94,0.06
2,YCrCb,2,10,960,15,12,0.00325,0.94,0.06
1,YUV,0,10,144,9,16,0.00375,0.94,0.06
2,YUV,0,10,768,12,12,0.00308,0.94,0.07
2,RGB,0,10,576,9,12,0.00315,0.94,0.07
4,HSV,1,10,96,6,16,0.00366,0.94,0.07
1,RGB,1,10,150,6,12,0.00392,0.94,0.07
1,RGB,0,10,768,12,8,0.00418,0.94,0.07
2,HLS,2,10,432,12,16,0.00313,0.94,0.08
3,HLS,0,10,216,6,16,0.00322,0.94,0.08
1,YCrCb,2,10,1536,6,4,0.00329,0.94,0.08
3,HSV,2,10,324,9,16,0.00351,0.94,0.08
3,RGB,0,10,540,15,16,0.00405,0.94,0.08
3,HLS,0,10,972,12,12,0.0049,0.94,0.08
3,LUV,0,10,216,6,16,0.00295,0.94,0.09
2,HSV,1,10,432,12,16,0.00306,0.94,0.09
3,HLS,1,10,216,6,16,0.0034,0.94,0.09
2,RGB,1,10,768,12,12,0.00357,0.94,0.09
1,HSV,2,10,1536,6,4,0.00372,0.94,0.1
3,YCrCb,2,10,486,6,12,0.00321,0.94,0.11
2,RGB,1,10,576,9,12,0.00325,0.94,0.11
2,HSV,0,10,1764,9,8,0.00329,0.94,0.11
4,HSV,1,10,768,12,12,0.00317,0.94,0.13
1,LUV,2,10,2304,9,4,0.0035,0.94,0.13
3,HSV,0,10,1944,6,8,0.00433,0.94,0.13
1,HLS,2,10,2304,9,4,0.00359,0.94,0.14
4,YCrCb,0,10,768,12,12,0.00525,0.94,0.15
3,HSV,2,10,729,9,12,0.00246,0.94,0.16
4,HSV,2,10,576,9,12,0.00425,0.94,0.16
1,RGB,2,10,2304,9,4,0.00522,0.94,0.16
4,YCrCb,0,10,384,6,12,0.00361,0.94,0.17
3,RGB,1,10,729,9,12,0.00365,0.94,0.17
4,RGB,2,10,960,15,12,0.00308,0.94,0.18
2,HLS,0,10,1176,6,8,0.00951,0.94,0.18
4,RGB,1,10,576,9,12,0.00315,0.94,0.19
3,LUV,0,10,1215,15,12,0.0041,0.94,0.19
3,HLS,2,10,540,15,16,0.00302,0.94,0.22
3,HSV,1,10,972,12,12,0.00312,0.94,0.24
3,YUV,2,10,4860,15,8,0.00407,0.94,0.24
4,YCrCb,0,10,2400,6,8,0.00439,0.94,0.31
2,YCrCb,0,10,2352,12,8,0.00639,0.94,0.33
4,HSV,1,10,2400,6,8,0.00364,0.94,0.36
4,HSV,2,10,2400,6,8,0.00315,0.94,0.38
3,HLS,2,10,4860,15,8,0.0033,0.94,0.38
4,RGB,ALL,10,1728,9,12,0.00421,0.94,0.39
3,RGB,ALL,10,2187,9,12,0.0039,0.94,0.46
2,RGB,0,10,8100,9,4,0.0074,0.94,0.61
2,HLS,2,10,10800,12,4,0.00459,0.94,0.86
3,HSV,1,10,15876,9,4,0.00363,0.94,1.14
3,HLS,2,10,15876,9,4,0.00358,0.94,1.39
4,RGB,2,10,32448,12,4,0.00605,0.94,2.3
4,HLS,2,10,32448,12,4,0.00518,0.94,2.35
4,YCrCb,2,10,192,12,16,0.003,0.935,0.02
1,YUV,2,10,300,12,12,0.00328,0.935,0.02
2,YUV,1,10,216,6,16,0.00378,0.935,0.02
1,LUV,2,10,240,15,16,0.004,0.935,0.02
1,LUV,2,10,300,12,12,0.00426,0.935,0.02
4,HSV,2,10,144,9,16,0.00282,0.935,0.03
1,HSV,0,10,225,9,12,0.00324,0.935,0.03
4,RGB,1,10,240,15,16,0.00331,0.935,0.03
1,HLS,1,10,300,12,12,0.00341,0.935,0.03
1,YUV,0,10,375,15,12,0.00345,0.935,0.03
3,YCrCb,1,10,324,9,16,0.00348,0.935,0.03
1,RGB,0,10,192,12,16,0.0035,0.935,0.03
2,YUV,1,10,384,6,12,0.00381,0.935,0.03
1,HLS,1,10,375,15,12,0.00474,0.935,0.03
1,RGB,1,10,225,9,12,0.00244,0.935,0.04
4,LUV,0,10,192,12,16,0.00309,0.935,0.04
2,HSV,2,10,324,9,16,0.00317,0.935,0.04
1,RGB,2,10,375,15,12,0.00326,0.935,0.04
1,HSV,2,10,240,15,16,0.00341,0.935,0.04
2,HSV,0,10,216,6,16,0.00396,0.935,0.04
3,YCrCb,1,10,729,9,12,0.00303,0.935,0.05
4,YUV,0,10,144,9,16,0.00322,0.935,0.05
4,RGB,1,10,144,9,16,0.00325,0.935,0.05
2,YUV,2,10,768,12,12,0.00577,0.935,0.05
1,YCrCb,0,10,144,9,16,0.003,0.935,0.06
4,RGB,0,10,144,9,16,0.00342,0.935,0.06
4,YCrCb,2,10,576,9,12,0.00365,0.935,0.06
2,RGB,0,10,432,12,16,0.00393,0.935,0.06
2,LUV,0,10,216,6,16,0.00399,0.935,0.06
3,RGB,0,10,216,6,16,0.00288,0.935,0.07
1,YCrCb,0,10,150,6,12,0.00312,0.935,0.07
3,YCrCb,1,10,486,6,12,0.00327,0.935,0.07
3,YUV,2,10,486,6,12,0.00354,0.935,0.07
1,RGB,0,10,150,6,12,0.00479,0.935,0.08
3,HSV,1,10,540,15,16,0.00263,0.935,0.09
3,LUV,2,10,1215,15,12,0.00404,0.935,0.1
3,HLS,0,10,540,15,16,0.00412,0.935,0.1
2,HSV,1,10,1176,6,8,0.00328,0.935,0.11
3,LUV,1,10,486,6,12,0.00354,0.935,0.11
3,YCrCb,0,10,486,6,12,0.00323,0.935,0.12
3,HLS,0,10,1215,15,12,0.0047,0.935,0.12
2,HLS,2,10,540,15,16,0.00292,0.935,0.15
4,HLS,1,10,576,9,12,0.00302,0.935,0.15
4,LUV,0,10,384,6,12,0.00329,0.935,0.15
3,HSV,0,10,1215,15,12,0.00365,0.935,0.15
4,HLS,1,10,960,15,12,0.00415,0.935,0.15
3,YUV,0,10,1215,15,12,0.00418,0.935,0.16
3,HLS,1,10,1215,15,12,0.00345,0.935,0.18
3,HLS,2,10,324,9,16,0.0038,0.935,0.19
3,RGB,ALL,10,972,9,16,0.00395,0.935,0.19
3,RGB,2,10,972,12,12,0.0092,0.935,0.2
4,RGB,2,10,384,6,12,0.00384,0.935,0.21
4,HLS,0,10,2400,6,8,0.00354,0.935,0.22
3,HSV,0,10,2916,9,8,0.00399,0.935,0.23
4,YUV,2,10,3600,9,8,0.00383,0.935,0.27
3,HLS,2,10,3888,12,8,0.00397,0.935,0.31
2,HSV,1,10,8100,9,4,0.00493,0.935,0.48
4,RGB,2,10,6000,15,8,0.00322,0.935,0.49
2,YCrCb,2,10,10800,12,4,0.00662,0.935,0.75
2,HLS,2,10,13500,15,4,0.00477,0.935,0.89
4,HLS,2,10,16224,6,4,0.00367,0.935,1.6
3,HSV,1,10,26460,15,4,0.00435,0.935,1.66
1,YUV,1,10,150,6,12,0.00282,0.93,0.01
1,YUV,1,10,96,6,16,0.0019,0.93,0.02
1,YCrCb,2,10,225,9,12,0.00328,0.93,0.02
1,LUV,0,10,300,12,12,0.00305,0.93,0.03
1,YUV,2,10,576,9,8,0.00337,0.93,0.03
1,HLS,0,10,96,6,16,0.00347,0.93,0.03
2,YUV,2,10,216,6,16,0.00312,0.93,0.04
1,HSV,2,10,192,12,16,0.0032,0.93,0.04
3,YUV,1,10,324,9,16,0.00366,0.93,0.04
4,HLS,1,10,96,6,16,0.00383,0.93,0.04
2,YCrCb,2,10,324,9,16,0.00393,0.93,0.04
1,RGB,0,10,144,9,16,0.0031,0.93,0.06
3,YUV,2,10,324,9,16,0.00374,0.93,0.06
1,RGB,2,10,150,6,12,0.00348,0.93,0.07
3,YUV,2,10,972,12,12,0.00372,0.93,0.08
2,YCrCb,0,10,384,6,12,0.00427,0.93,0.09
1,YUV,2,10,2304,9,4,0.00311,0.93,0.1
3,HSV,1,10,216,6,16,0.00341,0.93,0.1
2,HSV,1,10,768,12,12,0.00492,0.93,0.1
4,RGB,2,10,768,12,12,0.00311,0.93,0.11
2,LUV,0,10,540,15,16,0.00445,0.93,0.12
3,RGB,2,10,324,9,16,0.00505,0.93,0.12
4,RGB,0,10,768,12,12,0.0051,0.93,0.12
2,YUV,2,10,2940,15,8,0.00408,0.93,0.14
3,HSV,0,10,324,9,16,0.00366,0.93,0.15
3,RGB,2,10,729,9,12,0.00557,0.93,0.15
4,LUV,0,10,768,12,12,0.00465,0.93,0.16
3,HLS,2,10,729,9,12,0.00392,0.93,0.21
2,HSV,1,10,2940,15,8,0.00385,0.93,0.22
2,HLS,2,10,2940,15,8,0.00417,0.93,0.22
4,RGB,2,10,576,9,12,0.00409,0.93,0.23
3,HLS,2,10,1944,6,8,0.00403,0.93,0.25
4,HSV,0,10,576,9,12,0.00339,0.93,0.26
2,HLS,2,10,5400,6,4,0.00376,0.93,0.34
4,HLS,2,10,4800,12,8,0.00416,0.93,0.42
4,HSV,1,10,16224,6,4,0.00415,0.93,1.21
4,HSV,1,10,32448,12,4,0.00504,0.93,1.97
4,HSV,1,10,40560,15,4,0.00532,0.93,2.5
4,HLS,2,10,40560,15,4,0.00505,0.93,2.61
1,LUV,1,10,384,6,8,0.00289,0.925,0.02
4,HLS,0,10,192,12,16,0.00417,0.925,0.02
1,YUV,2,10,150,6,12,0.00311,0.925,0.03
1,LUV,1,10,144,9,16,0.00333,0.925,0.03
1,RGB,1,10,240,15,16,0.0037,0.925,0.03
1,LUV,1,10,96,6,16,0.00284,0.925,0.04
1,YCrCb,2,10,150,6,12,0.00299,0.925,0.04
4,YCrCb,2,10,96,6,16,0.00308,0.925,0.04
1,RGB,0,10,384,6,8,0.00319,0.925,0.04
1,LUV,0,10,192,12,16,0.00319,0.925,0.04
4,RGB,1,10,96,6,16,0.00367,0.925,0.04
1,YCrCb,2,10,96,6,16,0.00372,0.925,0.04
1,HLS,1,10,96,6,16,0.00416,0.925,0.04
4,HLS,1,10,144,9,16,0.00435,0.925,0.04
4,YUV,2,10,768,12,12,0.00298,0.925,0.05
4,YCrCb,2,10,144,9,16,0.00324,0.925,0.05
4,YUV,2,10,384,6,12,0.00331,0.925,0.05
4,RGB,2,10,96,6,16,0.00343,0.925,0.05
2,LUV,1,10,576,9,12,0.00344,0.925,0.05
1,HLS,1,10,144,9,16,0.00296,0.925,0.06
1,YUV,0,10,150,6,12,0.00299,0.925,0.06
2,YUV,2,10,324,9,16,0.00338,0.925,0.06
3,YCrCb,2,10,324,9,16,0.00349,0.925,0.06
1,RGB,ALL,10,576,12,16,0.00675,0.925,0.06
2,RGB,2,10,216,6,16,0.00554,0.925,0.07
3,RGB,2,10,432,12,16,0.00612,0.925,0.07
1,RGB,1,10,144,9,16,0.00377,0.925,0.08
2,RGB,0,10,216,6,16,0.00411,0.925,0.08
3,RGB,2,10,216,6,16,0.00581,0.925,0.09
4,YCrCb,0,10,576,9,12,0.00357,0.925,0.1
4,RGB,2,10,144,9,16,0.00406,0.925,0.1
2,RGB,2,10,1176,6,8,0.00506,0.925,0.1
3,HLS,0,10,729,9,12,0.00366,0.925,0.11
2,HSV,1,10,324,9,16,0.0036,0.925,0.12
3,HSV,1,10,324,9,16,0.00362,0.925,0.12
1,HSV,1,10,2304,9,4,0.00294,0.925,0.13
4,HSV,2,10,768,12,12,0.00365,0.925,0.13
2,HLS,2,10,324,9,16,0.00332,0.925,0.19
3,RGB,0,10,1944,6,8,0.00404,0.925,0.19
4,RGB,0,10,576,9,12,0.00703,0.925,0.21
4,HSV,0,10,2400,6,8,0.00373,0.925,0.23
3,HSV,1,10,1944,6,8,0.00327,0.925,0.25
4,HLS,2,10,2400,6,8,0.00324,0.925,0.31
4,HSV,0,10,3600,9,8,0.00351,0.925,0.31
2,HSV,1,10,5400,6,4,0.0036,0.925,0.31
4,HSV,1,10,24336,9,4,0.00457,0.925,1.76
1,HLS,0,10,150,6,12,0.00315,0.92,0.02
1,HSV,0,10,96,6,16,0.00361,0.92,0.02
2,YUV,2,10,576,9,12,0.00299,0.92,0.03
1,RGB,2,10,192,12,16,0.00321,0.92,0.03
1,LUV,2,10,96,6,16,0.00387,0.92,0.03
4,HSV,2,10,96,6,16,0.00363,0.92,0.04
1,HSV,1,10,576,9,8,0.00299,0.92,0.05
1,RGB,0,10,375,15,12,0.00306,0.92,0.05
1,HLS,2,10,576,9,8,0.0035,0.92,0.05
4,HLS,1,10,240,15,16,0.00354,0.92,0.05
2,YCrCb,2,10,384,6,12,0.00393,0.92,0.05
2,LUV,0,10,432,12,16,0.00433,0.92,0.05
2,HLS,0,10,216,6,16,0.0029,0.92,0.06
1,HLS,1,10,150,6,12,0.00371,0.92,0.06
1,HSV,2,10,150,6,12,0.0039,0.92,0.07
1,HLS,2,10,96,6,16,0.00392,0.92,0.07
3,RGB,1,10,432,12,16,0.00318,0.92,0.08
2,HLS,0,10,576,9,12,0.00363,0.92,0.09
1,RGB,ALL,10,288,6,16,0.00385,0.92,0.1
1,HLS,2,10,1536,6,4,0.00398,0.92,0.1
4,HLS,0,10,960,15,12,0.00336,0.92,0.11
2,RGB,0,10,768,12,12,0.00397,0.92,0.11
4,HSV,0,10,960,15,12,0.00486,0.92,0.11
2,HSV,1,10,576,9,12,0.00295,0.92,0.14
4,YUV,0,10,384,6,12,0.00344,0.92,0.15
3,HLS,0,10,2916,9,8,0.00328,0.92,0.25
3,HLS,0,10,324,9,16,0.00476,0.92,0.28
4,HLS,0,10,3600,9,8,0.00467,0.92,0.3
3,HSV,1,10,4860,15,8,0.00333,0.92,0.37
4,HLS,2,10,6000,15,8,0.00352,0.92,0.56
3,HSV,1,10,10584,6,4,0.00374,0.92,0.84
1,YCrCb,2,10,144,9,16,0.00344,0.915,0.02
1,YUV,2,10,192,12,16,0.00389,0.915,0.02
1,LUV,2,10,144,9,16,0.00331,0.915,0.03
1,YUV,0,10,96,6,16,0.00301,0.915,0.04
4,LUV,2,10,144,9,16,0.00326,0.915,0.04
1,HLS,2,10,240,15,16,0.0041,0.915,0.04
2,HLS,0,10,540,15,16,0.00283,0.915,0.05
1,LUV,0,10,150,6,12,0.00336,0.915,0.05
4,HLS,0,10,96,6,16,0.00379,0.915,0.05
4,RGB,2,10,192,12,16,0.00488,0.915,0.06
3,LUV,2,10,216,6,16,0.00328,0.915,0.07
3,YCrCb,0,10,216,6,16,0.0035,0.915,0.08
4,HLS,0,10,384,6,12,0.00297,0.915,0.09
4,YCrCb,2,10,384,6,12,0.00294,0.915,0.1
3,RGB,0,10,729,9,12,0.00366,0.915,0.1
4,HSV,0,10,384,6,12,0.00324,0.915,0.11
4,LUV,0,10,960,15,12,0.00312,0.915,0.12
3,HSV,1,10,729,9,12,0.00394,0.915,0.15
3,HLS,2,10,972,12,12,0.00714,0.915,0.16
4,RGB,0,10,384,6,12,0.00457,0.915,0.2
3,HSV,1,10,486,6,12,0.00403,0.915,0.32
4,HSV,1,10,4800,12,8,0.00506,0.915,0.37
3,HLS,2,10,2916,9,8,0.00366,0.915,0.38
3,YUV,2,10,432,12,16,0.00298,0.91,0.03
1,RGB,0,10,96,6,16,0.00332,0.91,0.03
1,RGB,1,10,96,6,16,0.00288,0.91,0.04
4,HSV,1,10,240,15,16,0.00349,0.91,0.04
1,HLS,2,10,300,12,12,0.00398,0.91,0.04
1,HSV,1,10,240,15,16,0.00326,0.91,0.05
1,HSV,0,10,144,9,16,0.0035,0.91,0.07
4,HSV,1,10,144,9,16,0.00339,0.91,0.08
1,RGB,ALL,10,1125,15,12,0.0036,0.91,0.09
2,HSV,0,10,324,9,16,0.00354,0.91,0.13
4,HSV,1,10,576,9,12,0.00323,0.91,0.18
4,HLS,2,10,960,15,12,0.00374,0.91,0.19
4,HSV,2,10,384,6,12,0.00359,0.91,0.22
2,YCrCb,2,10,576,9,12,0.00307,0.905,0.04
4,RGB,0,10,96,6,16,0.0031,0.905,0.04
1,LUV,0,10,96,6,16,0.00441,0.905,0.04
1,HLS,2,10,375,15,12,0.00346,0.905,0.05
1,HSV,1,10,96,6,16,0.00419,0.905,0.05
1,RGB,2,10,225,9,12,0.00531,0.905,0.06
3,HSV,0,10,216,6,16,0.0029,0.905,0.09
2,HSV,1,10,216,6,16,0.00305,0.905,0.09
1,HSV,1,10,1536,6,4,0.00366,0.905,0.09
2,HSV,1,10,2352,12,8,0.00358,0.905,0.18
3,HSV,1,10,1215,15,12,0.00431,0.905,0.2
3,HLS,2,10,432,12,16,0.00363,0.905,0.23
2,HLS,2,10,8100,9,4,0.00426,0.905,0.52
4,YUV,2,10,144,9,16,0.00445,0.9,0.02
1,RGB,0,10,225,9,12,0.00302,0.9,0.04
1,HLS,2,10,384,6,8,0.00304,0.9,0.04
1,HSV,1,10,375,15,12,0.00373,0.9,0.04
1,HLS,2,10,768,12,8,0.00297,0.9,0.05
2,HLS,2,10,768,12,12,0.00343,0.9,0.07
4,HLS,2,10,144,9,16,0.00421,0.9,0.08
1,HLS,2,10,150,6,12,0.00374,0.9,0.09
2,HLS,0,10,324,9,16,0.00382,0.9,0.13
4,HLS,0,10,576,9,12,0.00357,0.9,0.18
3,HLS,2,10,1215,15,12,0.00336,0.9,0.3
1,RGB,2,10,240,15,16,0.00295,0.895,0.03
1,LUV,1,10,150,6,12,0.00301,0.895,0.04
1,LUV,0,10,240,15,16,0.00423,0.895,0.04
1,HLS,0,10,144,9,16,0.00419,0.895,0.06
1,HLS,2,10,192,12,16,0.00355,0.895,0.07
1,HSV,1,10,144,9,16,0.0037,0.895,0.07
2,HSV,1,10,540,15,16,0.00379,0.895,0.07
4,HSV,0,10,144,9,16,0.00325,0.895,0.08
2,HLS,2,10,960,15,12,0.00327,0.895,0.12
4,HSV,1,10,384,6,12,0.00328,0.895,0.22
1,RGB,0,10,240,15,16,0.00385,0.89,0.04
1,HLS,2,10,144,9,16,0.00315,0.89,0.08
1,HSV,1,10,150,6,12,0.00327,0.89,0.09
4,HLS,2,10,240,15,16,0.00416,0.89,0.09
2,HLS,2,10,216,6,16,0.00357,0.89,0.12
4,HLS,2,10,768,12,12,0.0066,0.89,0.16
4,HSV,1,10,3600,9,8,0.00342,0.89,0.34
4,HLS,2,10,96,6,16,0.00335,0.885,0.07
4,HSV,1,10,960,15,12,0.00445,0.885,0.14
2,HLS,2,10,576,9,12,0.00293,0.885,0.19
2,HSV,1,10,384,6,12,0.00331,0.885,0.2
2,HLS,2,10,384,6,12,0.00339,0.885,0.21
4,HLS,0,10,144,9,16,0.00354,0.88,0.07
1,HSV,1,10,225,9,12,0.00322,0.88,0.09
1,HLS,2,10,225,9,12,0.004,0.88,0.1
3,HLS,2,10,216,6,16,0.00337,0.88,0.11
2,HLS,2,10,1764,9,8,0.00342,0.88,0.16
4,HLS,2,10,384,6,12,0.00315,0.88,0.23
4,HLS,2,10,576,9,12,0.00198,0.88,0.31
4,HLS,2,10,192,12,16,0.00301,0.875,0.12
2,HSV,1,10,1764,9,8,0.00324,0.875,0.15
3,HLS,2,10,486,6,12,0.00342,0.875,0.28
2,HLS,2,10,1176,6,8,0.0045,0.865,0.09
